slang,formal,unsure
komentarin,mengomentari,1
org,orang,0
bawa2,bawa-bawa,0
mb,mbak,0
orgnya,orangnya,1
blh,boleh,0
mintk,minta,0
gk,enggak,0
blg,bilang,0
dpt,dapat,0
kepoh,kepo,0
bkn,bukan,0
Lbh,lebih,0
ke2,kedua,1
org,orang,0
Slmat,selamat,0
bersama2,bersama-sama,1
tar,entar,0
ngambek,mengambek,0
gtuu,begitu,0
Udh,sudah,0
ama,sama,0
saranin,menyarankan,1
karna,karena,0
kyk,kayak,0
brp,berapa,0
Temennya,temannya,1
s'lalu,selalu,0
gk,enggak,0
rb,ribu,0
kgn,kangen,0
jugaaa,juga,0
Aq,aku,0
vid,video,0
nambah,menambah,0
Dr,dari,0
emg,memang,0
udh,sudah,0
kl,kalau,0
keleees,kali,0
keliatan,kelihatan,0
ga,enggak,0
gw,gue,0
mening,mending,0
dr,dari,0
pd,pada,0
ngatakn,mengatakan,0
org,orang,0
tp,tapi,0
dri,diri,0
sendri,sendiri,0
dlu,dulu,0
bsa,bisa,0
pilihannny,pilihannya,1
ngadain,mengadakan,0
ikutin,mengikuti,0
campurin,mencampuri,0
emnknya,memangnya,1
gk,enggak,0
dri,dari,0
pinginnn,pengin,0
buanget,banget,0
ketemuuu,ketemu,0
Ampe,sampai,0
kebawa,terbawa,0
mimpiii,mimpi,0
Jauhh,jauh,0
bngtt,banget,0
trlihat,terlihat,0
klo,kalau,0
kampungann,kampungan,0
norakkk,norak,0
kl,kalau,0
skrng,sekarang,0
bnget,banget,0
mngkin,mungkin,0
Menghilangkn,menghilangkan,0
utk,untuk,0
fto,foto,0
pke,pakai,0
tp,tapi,0
blg,bilang,0
benar2,benar-benar,0
Naksir,menaksir,1
Aj,saja,0
sm,sama,0
berlualitas,berkualitas,0
mw,mau,0
g,enggak,0
za,saja,0
unyuu,unyu,1
smoga,semoga,0
asyiiikkk,asyik,0
Emang,memang,0
gak,enggak,0
oprasi,operasi,0
krn,karena,0
bangeeettt,banget,0
klau,kalau,0
naksir,menaksir,0
kmu,kamu,0
cwek,cewek,0
ak,aku,0
laki2,laki-laki,0
nambah,menambah,0
bat,banget,0
yak,ya,0
smoga,semoga,0
org,orang,0
slalu,selalu,0
aamiin,amin,0
kaka,kakak,0
saranin,menyarankan,0
skrng,sekarang,0
rumpiin,merumpi,0
ati2,hati-hati,0
gi,lagi,0
rekomendasiin,merekomendasikan,1
mski,meski,0
jelek2,jelek-jelek,1
msh,masih,0
smoga,semoga,0
d,di,0
rezeqinya,rezekinya,1
pass,pas,0
Imut,imut-imut,0
karir.a,karirnya,1
bsa,bisa,0
Sumpahh,sumpah,0
kocaaaggg,kocak,0
tu,itu,0
emg,memang,0
caaaaaaaannnntik,cantik,0
kt,kita,0
sdh,sudah,0
tauuu,tahu,0
ngiri,mengiri,0
cabe2an,cabe-cabean,1
terong2an,terong-terongan,1
seklian,sekalian,0
gg,enggak,0
adjaaahh,saja,0
bnget,banget,0
gemesiiinnn,menggemaskan,0
Smoga,semoga,0
ttp,tetap,0
Anjrooooot,anjir,1
Tembemmm,tembam,0
lucuuuuuuuuuu,lucu,0
bundaaa,bunda,0
pngn,pengin,0
nyubitt,mencubit,0
Lucy,lucu,0
bet,banget,0
balesin,membalas,0
co,cowok,0
pst,pasti,0
inggat,ingat,0
brdua,berdua,0
masing2,masing-masing,0
sdh,sudah,0
pny,punya,0
tpi,tapi,0
brdua,berdua,0
SANGGAT,sangat,0
bnyk,banyak,0
Slh,salah,0
marh,marah,0
slaluuuuu,selalu,0
Ama,sama,0
cntik,cantik,0
yapp,ya,0
ngikut,mengikuti,0
bapanyaaaa,bapaknya,1
bngt,banget,0
Psti,pasti,0
Plih,pilih,0
Krna,karena,0
Cnta,cinta,0
Sjti,sejati,0
Hnxa,hanya,0
Dkung,dukung,0
Kmu,kamu,0
ak,aku,0
gak,enggak,0
mutihin,memutihkan,0
blom,belum,0
msa,masa,0
ngaraaang,mengarang,0
tra,terus,0
tau,tahu,0
bgd,banget,0
tdk,tidak,0
skrng,sekarang,0
bener,benar,0
nonton,menonton,0
aj,saja,0
scr,secara,0
nyalahin,menyalahkan,0
nyindir,menyindir,0
abiss,habis,0
bosen,bosan,0
GILAK,gila,0
gak,enggak,0
kenceng,kencang,0
berarto,berarti,0
g,enggak,0
KERREEEN,keren,0
BGT,banget,0
EMG,memang,0
trus,terus,0
bedain,membedakan,1
Fto,foto,0
gni,begini,0
lagii,lagi,0
bangey,banget,0
lama2,lama-lama,0
traumatik,traumatis,0
nerima,menerima,0
resiko,risiko,0
PDKT,pendekatan,1
ber-2,berdua,1
L,lu,1
lucuk,lucu,0
dr,dari,0
kLo,kalau,0
make,pakai,0
bangat,banget,0
bngetttt,banget,0
hrs,harus,0
brondong,berondong,0
silahkan,silakan,0
TEMEN2,teman-teman,0
MAO,mau,0
MURHAN,murahan,0
WJH,wajah,0
BGETTT,banget,0
NEGRI,negeri,0
BS,bisa,0
PRWTN,perawatan,0
PAKKE,pakai,0
UDA,sudah,0
PD,pada,0
PAKE,pakai,0
sma,sama,0
anyingggg,anjing,1
kek,kayak,0
gini,begini,0
mengncang,mengencang,0
kl,kalau,0
siap2,siap-siap,0
klo,kalau,0
Sbg,sebagai,0
utk,untuk,0
lbh,lebih,0
Negri,negeri,0
mw,mau,0
bangeeeeeet,banget,0
bangeet,banget,0
lgsg,langsung,0
spt,seperti,0
sperti,seperti,0
jand,janda,0
ngettt,banget,0
Ngasih,mengasih,0
njiirr,anjir,1
PAKE,pakai,0
NYESEL,menyesal,0
NGERASA,merasa,0
parahh,parah,0
km,kamu,0
brp,berapa,0
prjuangan,perjuangan,0
bkn,bukan,0
u,untuk,1
smua,semua,0
ksenangan,kesenangan,0
yg,yang,0
ddpt,didapat,0
skrang,sekarang,0
jwab,jawab,0
sbg,sebagai,0
km,kamu,0
sk,suka,0
mmbodohkan,membodohkan,0
bgtu,begitu,0
kyak,kayak,0
Lluuccuu,lucu,0
elu,lu,0
ngalir,mengalir,0
org,orang,0
px,punya,1
kslhn,kesalahan,0
skrngnya,sekarangnya,1
udh,sudah,0
lbh,lebih,0
knp,kenapa,0
engga,enggak,0
g,enggak,0
kalik,kali,0
ak,aku,0
lbh,lebih,0
bilangin,membilangi,0
yg,yang,0
nyambungin,menyambungkan,0
yg,yang,0
d,di,0
eloo,lo,0
Apa2nya,apa-apanya,1
nggak,enggak,0
goblokkk,goblok,0
sesatt,sesat,0
ibliss,iblis,0
taunya,tahunya,0
uda,sudah,0
elo,lo,0
aje,saja,0
njir,anjir,1
org,orang,0
yg,yang,0
Amien,amin,0
Gw,gue,0
gayaxe,gayanya,1
pd,pada,0
org2,orang-orang,0
mna,mana,0
ea,ya,0
bkn,bukan,0
mreka,mereka,0
hayal,khayal,0
dr,dari,0
br,baru,0
denger,dengar,0
skaligus,sekaligus,0
dr,dari,0
BKIN,bikin,0
Jg,juga,0
bkn,bukan,0
KL,kalau,0
G,enggak,0
SPTI,seperti,0
DL,dulu,0
QTA,kita,0
DG,dengan,0
JGN,jangan,0
GTU,begitu,0
SBGAI,sebagai,0
mgk,mungkin,0
bgmn,bagaimana,0
kl,kalau,0
spti,seperti,0
km,kamu,0
njiirr,anjir,1
tu,itu,0
ap,apa,0
kk,kakak,0
brisi,berisi,0
tp,tapi,0
ttp,tetap,0
kk,kakak,0
cntik,cantik,0
ap,apa,0
ga,enggak,0
pake,pakai,0
aja,saja,0
pkoknya,pokoknya,1
psn,pesan,0
ap,apa,0
masing2,masing-masing,0
brrhalangan,berhalangan,0
org,orang,0
sakt,sakit,0
hal2,hal-hal,0
sprt,seperti,0
in,ini,0
maksutku,maksudku,1
gitu,begitu,0
kupu2,kupu-kupu,0
luc,lucu,0
njiirrr,anjir,1
ngakakkk,mengakak,0
ngeliatnya,melihatnya,1
silahkan,silakan,0
kaka,kakak,0
mo,mau,0
ngapain,mengapakan,0
Luuccccuuu,lucu,0
cntikk,cantik,0
pake,pakai,0
kyk,kayak,0
ako,aku,0
nii,ini,0
msih,masih,0
kka,kakak,0
jgn,jangan,0
yak,ya,0
ttep,tetap,0
sperti,seperti,0
jrang,jarang,0
msuk,masuk,0
gossip2.an,pergosipan,1
keinget,teringat,1
km,kamu,0
naksir,menaksir,0
Ato,atau,0
s/d,s.d.,1
thn,tahunya,0
ga,enggak,0
bangetttttttt,banget,0
ajah,saja,0
jgn,jangan,0
saty,satu,0
Dy,dia,0
tdk,tidak,0
make,memakai,0
pinter,pintar,0
Kasian,kasihan,0
padahan,padahal,0
melelehhh,meleleh,0
mngkin,mungkin,0
Menghilangkn,menghilangkan,0
utk,untuk,0
yg,yang,0
gak,enggak,0
karna,karena,0
oommm,om,0
ajaa,saja,0
gini,begini,0
akooohh,aku,0
kw,kau,0
bilangg,bilang,0
kw,kau,0
dri,dari,0
dy,dia,0
org,orang,0
stuju,setuju,0
dlu,dulu,0
km,kamu,0
Anjirrrr,anjir,1
numpang,menumpang,0
cantik2,cantik-cantik,0
mlah,malah,0
poto,foto,0
ama,sama,0
jd,jadi,0
meranin,memerankan,0
bgt,banget,0
dlu,dulu,0
nontonny,menontonnya,1
Aamiin,amin,0
Ayang,sayang,0
kalo,kalau,0
nyari,mencari,0
cewe,cewek,0
yg,yang,0
kyk,kayak,0
gini,begini,0
mz,mas,0
bikinin,membikin,1
mestik,mesti,0
pertanggungjwbkan,pertanggungjawaban,0
sj,saja,0
sbg,sebagai,0
Ibu,lebih,0
bkn,bukan,0
hny,hanya,0
krn,karena,0
ad,ada,0
tg,tanggung,0
jwb,jawab,0
pernahkh,pernahkah,1
sbg,sebagai,0
ank,anak,0
yg,yang,0
d,di,0
jm,jam,0
sj,saja,0
brtny,bertanya,0
kpd,kepada,0
murid2,murid-murid,0
d,di,0
sklh,sekolah,0
ad,ada,0
yg,yang,0
mnjwb,menjawab,0
apkh,apakah,0
akn,akan,0
yg,yang,0
hrs,harus,0
bkn,bukan,0
hny,hanya,0
cm,cuma,0
mn,mana,0
prkmbgan,perkembangan,0
bkn,bukan,0
hny,hanya,0
dlm,dalam,0
bth,butuh,0
msg2,masing-masing,0
dgn,dengan,0
tnp,tanpa,0
kpd,kepada,0
sdh,sudah,0
JD,jadi,0
klo,kalau,0
ad,ada,0
ank,anak,0
yg,yang,0
ngomong,mengomong,0
g,enggak,0
d,di,0
tmpt,tempat,0
smph,sampah,0
smbarangan,sembarangan,0
g,enggak,0
bnyk,banyak,0
slh,salah,0
pk,pakai,0
bhs,bahasa,0
g,enggak,0
visa,bisa,0
tdk,tidak,0
drmh,dirumah,1
kmr,kamar,0
bbrp,beberapa,0
dikata2in,dikata-katai,1
bnget,banget,0
alm,almarhum,0
aj,saja,0
ampunnnnn,ampun,0
kmu,kamu,0
pke,pakai,0
kk,kakak,0
y,ya,0
skrng,sekarang,0
jgaaa,juga,0
Ngode,mengodekan,1
ak,aku,0
Kata2nyaaa,kata-katanya,1
LEBBAY,lebay,0
giniiiii,begini,0
jgn,jangan,0
pgn,pengin,0
jd,jadi,0
gak,enggak,0
Y,ya,0
pelastik,plastik,0
keak,kayak,0
y,ya,0
bg,bang,0
mb,mbak,0
bawa'in,membawakan,0
balonny,balonnya,1
Ngakak,mengakak,0
njir,anjir,1
dapetin,mendapatkan,0
Mantaap,mantap,0
benar2,benar-benar,0
nyakitin,menyakiti,0
nyadar,menyadari,0
ama,sama,0
org,orang,0
seneng,senang,0
liat,lihat,0
org,orang,0
blm,belum,0
Cantiiiiik,cantik,0
bgt,banget,0
disulam2,disulam-sulam,1
Cantikk,cantik,0
didengerin,didengarkan,1
dlu,dulu,0
Bnr,benar,0
Gara2,gara-gara,0
dy,dia,0
tdk,tidak,0
kbr,kabar,0
Pendekin,memendekkan,1
kmu,kamu,0
gk,enggak,0
mitnah,memfitnah,1
gk,enggak,0
lgsg,langsung,0
gk,enggak,0
orgny,orangnya,1
mng,memang,0
perhatiin,perhatikan,0
gk,enggak,0
Amiiin,amin,0
prodak,produk,0
buanyak,banyak,0
gak,enggak,0
pake,pakai,0
lbh,lebih,0
bs,bisa,0
cwnya,ceweknya,1
Ajeew,saja,0
oreng,orang,0
smpe,sampai,0
denger,dengar,0
gt,begitu,0
emg,memang,0
anak2nya,anak-anaknya,0
dipertahakan,dipertahankan,1
Cempreeng,cempreng,0
Terharuu,terharu,0
ndidik,mendidik,0
mb,mbak,0
msh,masih,0
mbk,mbak,0
dg,dengan,0
byk,banyak,0
tdk,tidak,0
msh,masih,0
Naturall,natural,0
Aja,saja,0
cantikk,cantik,0
bsk,besok,0
kk,kakak,0
mu,cantik,0
bs,bisa,0
Amiiiiin,amin,0
Cntk,cantik,0
skrg,sekarang,0
Aminnnn,amin,0
Selamet,selamat,0
Kangeeeeeeeeeeennnnn,kangen,0
padahl,padahal,0
ga,enggak,0
katain,mengatai,0
doank,doang,1
tpi,tapi,0
udahlah,sudahlah,1
karna,karena,0
yg,yang,0
lakuin,melakukan,0
cntik2,cantik-cantik,0
lumanyan,lumayan,0
pda,pada,0
yg,yang,0
kepoin,kepo,1
NGAKU,mengaku,0
JG,juga,0
JD,jadi,0
SENENG,senang,0
slamat,selamat,0
ank,anak,0
yg,yang,0
sma,sama,0
orng,orang,0
Ntap,mantap,0
ngomongin,mengomongkan,1
Ngritik,mengkritik,0
ngritik,mengkritik,0
sampe,sampai,0
ngomong,mengomong,0
ngomongin,mengomongkan,0
aja,saja,0
ga,enggak,0
njelimet,menjelimet,1
ngebales,membalas,1
Dripda,daripada,0
emg,memang,0
gk,enggak,0
bangga2in,membangga-banggakan,1
Emg,memang,0
klo,kalau,0
yg,yang,0
dibnggain,dibanggakan,1
cmn,cuman,0
kyk,kayak,0
gitu,begitu,0
wlaupun,walaupun,0
dgn,dengan,0
krya,karya,0
ank,anak,0
jgn,jangan,0
krn,karena,0
org,orang,0
Tpi,tapi,0
ank,anak,0
sma,sama,0
karya2,karya-karya,0
gk,enggak,0
ank,anak,0
Ngeh,engah,0
emang,memang,0
ksh,kasih,0
sll,selalu,0
utk,untuk,0
teman2,teman-teman,0
Lucuuu,lucu,0
tpii,tapi,0
flm,film,0
gk,enggak,0
bangeet,banget,0
mi,demi,0
pa,apa,0
undang2,undang-undang,0
yaaaak,ya,0
bngttt,banget,0
ga,enggak,0
kwat,kuat,0
sampe,sampai,0
abis,habis,0
Selaaaamaaaat,selamat,0
mbaaa,mbak,0
bkn,bukan,1
gemes,gemas,0
Dn,dan,0
ankknyaaa,anaknya,1
gw,gue,0
dpn,depan,0
jg,juga,0
gt,begitu,0
sm,sama,0
gak,enggak,0
diambilll,diambil,1
marii,mari,0
iyah,iya,0
ngakak,mengakak,0
ama,sama,0
sngat,sangat,0
mnggoda,menggoda,0
paraah,parah,0
Gedeeeeeeeeeeee,gede,0
bgtttt,banget,0
trs,terus,0
yank,sayang,1
nyadar,menyadari,1
pling,paling,0
Q,aku,0
kk,kakak,0
km,kamu,0
lagii,lagi,0
d,di,0
cantiq,cantik,0
ngakak,mengakak,0
jgn,jangan,0
mngasi,mengasih,0
kmbang,kembang,0
pg,pagi,0
tp,tapi,0
pulak,pula,0
nie,ini,0
Yg,yang,0
Boleh2,boleh-boleh,1
bg,bang,1
Anjay,anjir,1
km,kamu,0
baguss,bagus,0
bngt,banget,0
d,di,0
kemudia,kemudian,0
sm,sama,0
aja,saja,0
km,kamu,0
krn,karena,0
sm,sama,0
njir,anjir,1
Pgn,pengin,0
ena,enak,0
gituuuu,begitu,0
Cantikkk,cantik,0
kemariin,kemarin,0
yaaaa,ya,0
jgn,jangan,0
pgn,pengin,0
jd,jadi,0
DKET2,dekat-dekat,1
ga,enggak,0
aja,saja,0
poto,foto,0
inii,ini,0
taun,tahun,0
kea,kayak,0
ama,sama,0
kmrn,kemarin,0
dr,dari,0
ampe,sampai,0
g,enggak,0
d,di,0
durhaka2,durhaka-durhaka,1
bangt,banget,0
liatnya,lihatnya,0
liat,lihat,0
Kgn,kangen,0
mreka,mereka,0
yg,yang,0
dlu,dulu,0
yg,yang,0
keliatan,kelihatan,0
cakepin,mempercakap,1
Yg,yang,0
liatin,melihati,1
ni,ini,0
aq,aku,0
seneng,senang,0
liatnya,lihatnya,1
km,kamu,0
gw,gue,0
nie,ini,1
plgih,apalagi,0
bgt,banget,0
Yg,yang,0
tempatx,tempatnya,1
Kalo,kalau,0
Gw,gue,0
kek,kayak,0
Gw,gue,0
ladenin,meladeni,1
hancuuuuuy,hancur,0
bgt,banget,0
ma,sama,0
aja,saja,0
yg,yang,0
ngantar,mengantar,0
gara2,gara-gara,0
ga,enggak,0
bgt,banget,0
jakety,jaketnya,1
gak,enggak,0
Ga,enggak,0
repot2,repot-repot,1
oles2,oles-oles,1
Ckup,cukup,0
dptkan,dapatkan,1
ga,enggak,0
bsa,bisa,0
ngasih,mengasih,0
apa2,apa-apa,1
bangettttt,banget,0
gw,gue,0
hatiiii,hati,0
mayann,lumayan,0
mayan,lumayan,0
mauuuuu,mau,0
Klok,kalau,0
ad,ada,0
org,orang,0
yg,yang,0
gk,enggak,0
prtama,pertama,0
karna,karena,0
ngapah,mengapa,0
bgt,banget,0
dri,dari,0
ajaa,saja,0
skrng,sekarang,0
dn,dan,0
Klo,kalau,0
pd,pada,0
komen,komentar,1
ciumin,menciumi,1
aja,saja,0
masi,masih,0
tdk,tidak,0
yg,yang,0
dgn,dengan,0
Dgn,dengan,0
yg,yang,0
tdk,tidak,0
gw,gue,0
mo,mau,0
jd,jadi,0
artez,artis,0
sblm,sebelum,0
Sekali2,sekali-kali,1
sm,sama,0
mb,mbak,0
fotoen,fotokan,1
Katax,katanya,1
yg,yang,0
gk,enggak,0
GA,enggak,0
NYANGKA,menyangka,0
blg,bilang,0
bngt,banget,0
sperti,seperti,0
ngak,enggak,0
atooo,atau,0
Cantiik,cantik,0
aminin,mengamini,1
cakeeep,cakep,0
kamuu,kamu,0
bgtu,begitu,0
hokiii,hoki,0
klo,kalau,0
kyk,kayak,0
gini,begini,0
kpan,kapan,0
bnk,bang,0
g,enggak,0
kasian,kasihan,0
yg,yang,0
ngadain,mengadakan,0
thn,tahun,0
knp,kenapa,0
pengan,pengin,0
Kangeenn,kangen,0
gak,enggak,0
ga,enggak,0
Sukaaa,suka,0
bgt,banget,0
kk,kakak,0
kk,kakak,0
trus,terus,0
kk,kakak,0
yg,yang,0
nonton,menonton,0
dgn,dengan,0
bgt,banget,0
km,kami,0
yg,yang,0
mn,mana,0
yg,yang,0
bnr,benar,0
mn,mana,0
yg,yang,0
slh,salah,0
tp,tapi,0
kt2,kata-kata,1
pd,pada,0
agk,agak,0
tdk,tidak,0
bgs,bagus,0
tdk,tidak,0
spn,sopan,0
tp,tapi,0
skli,sekali,0
lg,lagi,0
tlg,tolong,0
slhkan,salahkan,1
Jilbabny,jilbabnya,1
tp,tapi,0
slhkan,salahkan,1
perilakuny,perilakunya,1
burukny,buruknya,1
apalgi,apalagi,0
bkn,bukan,0
dr,dari,0
dr,dari,0
kepda,kepada,0
sblmny,sebelumnya,1
bgst,bangsat,0
Sesekk,sesak,0
Nafass,napas,0
bgtt,banget,0
TEMEN2,teman-teman,1
MAO,mau,0
YG,yang,0
GAK,enggak,0
MURHAN,murahan,1
WJH,wajah,0
BGETTT,banget,0
DR,dari,0
NEGRI,negeri,0
UTK,untuk,0
BS,bisa,0
PRWTN,perawatan,0
UTK,untuk,0
MEREKA2,mereka-mereka,1
YG,yang,0
PAKKE,pakai,0
UDA,sudah,0
PD,pada,0
PAKE,pakai,0
Mantaaap,mantap,0
bingits,banget,0
Sukaaa,suka,0
denger,dengar,0
sy,sayang,0
pny,punya,0
dn,dan,0
abes,habis,0
Lbh,lebih,0
bet,banget,0
njerr,anjir,1
gk,enggak,0
sm,sama,0
ngatain,mengatai,1
Klu,kalau,0
tai,tahi,0
Ngomong,mengomong,0
ngrti,mengerti,0
gak,enggak,0
asal.y,asalnya,1
TLP,telepon,0
bgt,banget,0
knp,kenapa,0
bener,benar,0
cwe,cewek,0
bgt,banget,0
slalu,selalu,0
mintak,minta,0
Emng,memang,0
bener,benar,0
Tteh,teteh,0
knpa,kenapa,0
gak,enggak,0
loncatt,loncat,0
aja,saja,0
y,ya,0
yank,sayang,1
GAG,enggak,0
bru,baru,0
Pengen,pengin,0
drpd,daripada,0
Ngaca,mengaca,0
doang,mengaca,0
ngehujat,menghujat,0
komenan,komentar,1
drpd,daripada,0
mw,mau,0
ci,si,1
bgitu,begitu,0
bangetttttttt,banget,0
Udah,sudah,0
udah,sudah,0
yakk,ya,0
ga,enggak,0
Yoiii,iya,0
imut,imut-imut,1
bgt,banget,0
bagusss,bagus,0
bgt,banget,0
nonton,menonton,0
Massss,mas,0
kesiniii,kesini,0
ughaa,juga,0
cocokkk,cocok,0
gk,enggak,0
pak,pakai,0
kliatan,kelihatan,0
Lucuuu,lucu,0
ngikut,mengikut,0
ank,anak,0
y,nya,0
ustd,ustaz,1
kgn,kangen,0
sm,sama,0
kbersma,kebersamaan,0
byk,banyak,0
pd,pada,0
bgt,banget,0
sm,sama,0
Nyesel,menyesal,0
kyknya,kayaknya,0
kecptan,kecepatan,0
nkah,nikah,0
scra,secara,0
dl,dulu,0
blm,belum,0
Mengapo,mengapa,1
hr,hari,0
sma,sama,0
Gobssss,goblok,1
kcil,kecil,0
uda,sudah,0
kliatan,kelihatan,1
ke2nya,keduanya,1
Kureeeen,keren,0
Muantaap,mantap,0
sasama,sesama,0
buatin,membuatkan,1
lg,lagi,0
napa,kenapa,0
yahhh,ya,0
atw,atau,0
ama,sama,0
seneng,senang,0
Pingin,pengin,0
moto,foto,1
anterin,mengantar,1
ama,sama,0
doi,dia,1
bangeett,banget,0
bangey,banget,0
Gax,enggak,0
cooocook,cocok,0
jom,jomlo,0
mcm,macam,0
ni,ini,0
abg,abang,0
jd,jadi,0
sblh,sebelah,0
gw,gue,0
sblh,sebelah,0
bgt,banget,0
ngakak,mengakak,0
nie,ini,0
usa,usah,0
d,di,0
pkrin,memikirkan,0
anakx,anaknya,1
jagain,menjaga,1
jngan,jangan,0
sia2kan,sia-siakan,1
klian,kalian,0
mumpu,mumpung,1
masi,masih,0
ni,ini,0
liat,lihat,0
maz,mas,0
jdi,jadi,0
bget,banget,0
bgt,banget,0
syg,sayang,0
sm,sama,0
Udah,sudah,0
knp,kenapa,0
Org,orang,0
gk,enggak,0
Amiiinnn,amin,0
SENEEEEENG,senang,0
BANGEET,banget,0
ntr,entar,0
nikahan,menikah,0
sabat,sahabat,0
masi,masih,0
pakey,pakai,0
smoga,semoga,0
slalu,selalu,0
hinga,hingga,0
bangett,banget,0
liat,lihat,0
swmntara,sementara,0
trmasuk,termasuk,0
bener,benar,0
cintai,mencintai,0
gak,enggak,0
yg,yang,0
dlm,dalam,0
orang2,orang-orang,0
yg,yang,0
sgt,sangat,0
nmr,nomor,0
bnyak,banyak,0
sukai,menyukai,1
tau,tahu,0
ngak,enggak,0
syantik,cantik,0
hps,hapus,0
blg,bilang,0
jgn,jangan,0
ngemis,mengemis,0
mnghrp,mengharap,0
gk,enggak,0
mcm,macam,0
dy,dia,0
tau,tahu,0
ja,saja,0
trjd,terjadi,0
lgian,lagian,0
kelihtn,kelihatan,0
tu,itu,0
tkt,takut,0
ma,sama,0
hps,hapus,0
da,ada,0
kek,kayak,0
eneg,enek,0
bnyk,banyak,0
anakny,anaknya,1
Ngk,enggak,0
utk,untuk,0
ja,saja,0
sampe,sampai,0
naek,naik,0
saranin,menyarankan,0
pake,pakai,0
Gk,enggak,0
ky,kayak,0
tp,tapi,0
ngerti,mengerti,0
aja,saja,0
lagu2nya,lagu-lagunya,1
kek,kayak,0
gini,begini,0
mgkin,mungkin,0
ky,kayak,0
abis,habis,0
digebukin,digebuki,1
udah,sudah,1
skrg,sekarang,0
fto,foto,0
jmn,zaman,0
Sht,sehat,0
skss,sukses,0
trs,terus,0
Gokillllll,gila,1
skali,sekali,0
aq,aku,0
k,kak,1
kyk,kayak,0
beneraan,benaran,0
cantiiik,cantik,0
bgtt,banget,0
Cantiiik,cantik,0
Kya,kayak,0
lbih,lebih,0
hijabb,hijab,0
sdah,sudah,0
nonton,menonton,0
kk,kakak,0
sm,sama,0
pngalaman,pengalaman,0
thn,tahun,0
ngeluarin,mengeluarkan,0
lagiiii,lagi,0
km,kamu,0
sabaro,sabar,0
nasehatin,menasihati,0
nyebut,menyebut,0
alay2,alay-alay,1
gw,gue,0
ngapain,mengapai,1
jg,juga,0
dengerin,mendengarkan,1
siapee,siapa,0
orang2,orang-orang,0
ky,kayak,0
cm,cuma,0
seolah2,seolah-olah,1
pantes,pantas,0
bgt,banget,0
msh,masih,0
blm,belum,0
tau,tahu,0
dpt,dapat,0
dipaksain,dipaksakan,1
kl,kalau,0
aje,saja,1
yeh,ya,0
ga,enggak,0
nyebut,menyebut,0
org,orang,0
Serem,seram,0
tp,tapi,0
ttp,tetap,0
Iye,iya,0
cantikk,cantik,0
bls,balas,0
kmu,kamu,0
udah,sudah,0
sxpun,sekalipun,0
Dua2nya,dua-duanya,1
ama,sama,0
Dijelekin,dijelekkan,1
dlu,dulu,0
napa,kenapa,0
bgd,banget,0
mb,mbak,0
prnh,pernah,0
dkt,dekat,0
yg,yang,0
lg,lagi,0
dkt,dekat,0
sm,sama,0
bgt,banget,0
uga,juga,0
kakk,kak,0
Mcm,macam,0
kw,kau,0
pla,kepala,0
yg,yang,0
nmpk,menumpuk,0
ancur,hancur,0
sm,sama,0
nyebur,mencebur,0
abis,habis,0
nonton,menonton,0
Semangaaaaat,semangat,0
biasahhh,biasa,0
bnget,banget,0
ksk,kak,0
trus,terus,0
mngeluari,mengeluarkan,1
jka,jika,0
d.tabung,ditabung,1
aja,saja,0
trossss,terus,0
beneran,benaran,0
smpe,sampai,0
gk,enggak,0
bsa,bisa,0
tdur,tidur,0
dpt,dapat,0
tetep,tetap,0
jauh2,jauh-jauh,1
smgt,semangat,0
dapet,dapat,0
kerjaan,pekerjaan,1
nangkepin,menangkap,1
kita2,kita-kita,1
kluar,keluar,0
Dmn,dimana,1
dlu,dulu,0
kesampean,kesampaian,0
poto,foto,0
Aamiin,amin,0
jdi,jadi,0
Jgn2,jangan-jangan,1
mcm,macam,0
bgni,begini,0
ngomong,mengomong,0
sj,saja,0
ga,enggak,0
emg,memang,0
sm,sama,0
sy,saya,0
tau,tahu,0
lw,lu,1
Gxxx,enggak,0
ajah,saja,0
cpet,cepat,0
bnget,banget,0
aq,aku,0
uda,sudah,0
nyobain,mencoba,1
dlm,dalam,0
hr,hari,0
tnya2,tanya-tanya,1
silahkan,silakan,0
sy,saya,0
aq,aku,0
jelasin,menjelaskan,1
kerjaan,pekerjaan,0
bgt,banget,0
ngecek,mengecek,0
dekett,dekat,0
jugaaa,juga,0
Cantixxxx,cantik,0
skrg,sekarang,0
KRN,karena,0
Tteh,teteh,0
blakang,belakang,0
kmu,kamu,0
sprti,seperti,0
ttp,tetap,0
pen,pengin,1
bacaaaa,baca,0
uuppiilllll,upil,0
sbelah,sebelah,0
cew,cewek,0
it,itu,0
sblah,sebelah,0
smua,semua,0
miriss,miris,0
bnarrr,benar,0
mimpik,mimpi,0
MAUUUUU,mau,0
Hubunggi,hubungi,0
ngucapin,mengucapkan,1
cantiikkk,cantik,0
emng,memang,0
kl,kalau,0
nyindir,menyindir,0
jgn,jangan,0
gtu,begitu,0
keles,kali,1
Lg,lagi,0
temen,teman,0
ga,enggak,0
bener,benar,0
belain,membela,1
ngomong,mengomong,1
Ngejilat,menjilat,0
kek,kayak,0
sebelumbya,sebelumnya,1
Tp,tapi,0
yg,yang,0
bener2,benar-benar,1
dg,dengan,0
sumpaaah,sumpah,0
nggeh,engah,0
Mcm,macam,0
jutaak,juta,0
Kepoin,mengepoi,1
